record,participant,time_s,hr_5s
s1_high_resistance_bike,s1,432.5,115.48872180451127
s1_high_resistance_bike,s1,437.5,118.15384615384616
s1_high_resistance_bike,s1,442.5,117.70287727539636
s1_high_resistance_bike,s1,447.5,118.15384615384616
s1_high_resistance_bike,s1,452.5,120.0
s1_high_resistance_bike,s1,457.5,121.9047619047619
s1_high_resistance_bike,s1,462.5,120.4724409448819
s1_high_resistance_bike,s1,467.5,120.94488188976378
s1_high_resistance_bike,s1,472.5,121.42482189726283
s1_high_resistance_bike,s1,477.5,124.37450826121164
s1_high_resistance_bike,s1,482.5,124.8780487804878
s1_high_resistance_bike,s1,487.5,124.37450826121164
s1_high_resistance_bike,s1,492.5,122.39238095238095
s1_high_resistance_bike,s1,497.5,123.87096774193549
s1_high_resistance_bike,s1,502.5,115.92617908407382
s1_high_resistance_bike,s1,507.5,120.95238095238095
s1_high_resistance_bike,s1,512.5,123.37548387096774
s1_high_resistance_bike,s1,517.5,123.37548387096774
s1_high_resistance_bike,s1,522.5,123.87096774193549
s1_high_resistance_bike,s1,527.5,121.42482189726283
s1_high_resistance_bike,s1,532.5,119.06976744186046
s1_high_resistance_bike,s1,537.5,123.8790243902439
s1_high_resistance_bike,s1,542.5,125.90163934426229
s1_high_resistance_bike,s1,547.5,128.53781512605042
s1_high_resistance_bike,s1,552.5,128.0
s1_high_resistance_bike,s1,557.5,126.94214876033058
s1_high_resistance_bike,s1,562.5,128.53781512605042
s1_high_resistance_bike,s1,567.5,131.28205128205127
s1_high_resistance_bike,s1,572.5,130.16949152542372
s1_high_resistance_bike,s1,577.5,130.16949152542372
s1_high_resistance_bike,s1,582.5,130.16949152542372
s1_high_resistance_bike,s1,587.5,130.16949152542372
s1_low_resistance_bike,s1,2.5,73.49282296650718
s1_low_resistance_bike,s1,7.5,76.03960396039604
s1_low_resistance_bike,s1,12.5,73.49955354076516
s1_low_resistance_bike,s1,17.5,72.8027495114226
s1_low_resistance_bike,s1,22.5,71.78197064989519
s1_low_resistance_bike,s1,27.5,72.31478199220135
s1_low_resistance_bike,s1,32.5,75.66502463054188
s1_low_resistance_bike,s1,37.5,74.92682926829268
s1_low_resistance_bike,s1,42.5,76.41980198019802
s1_low_resistance_bike,s1,47.5,73.84786075861591
s1_low_resistance_bike,s1,52.5,77.57575757575758
s1_low_resistance_bike,s1,57.5,74.02452619843925
s1_low_resistance_bike,s1,62.5,79.58549222797927
s1_low_resistance_bike,s1,67.5,75.50144927536232
s1_low_resistance_bike,s1,72.5,80.41884816753927
s1_low_resistance_bike,s1,77.5,78.16844504299182
s1_low_resistance_bike,s1,82.5,82.58064516129032
s1_low_resistance_bike,s1,87.5,70.173564753004
s1_low_resistance_bike,s1,92.5,79.79274611398964
s1_low_resistance_bike,s1,97.5,77.57575757575758
s1_low_resistance_bike,s1,102.5,80.84210526315789
s1_low_resistance_bike,s1,107.5,79.59403946838502
s1_low_resistance_bike,s1,112.5,76.41791044776119
s1_low_resistance_bike,s1,117.5,78.77130233536714
s1_low_resistance_bike,s1,122.5,79.58549222797927
s1_low_resistance_bike,s1,127.5,80.84210526315789
s1_low_resistance_bike,s1,132.5,79.17736149860502
s1_low_resistance_bike,s1,137.5,83.47826086956522
s1_low_resistance_bike,s1,142.5,83.02702702702703
s1_low_resistance_bike,s1,147.5,88.27586206896552
s1_low_resistance_bike,s1,152.5,90.35606768400291
s1_low_resistance_bike,s1,157.5,84.86187845303867
s1_low_resistance_bike,s1,162.5,84.3956043956044
s1_low_resistance_bike,s1,167.5,78.76923076923077
s1_low_resistance_bike,s1,172.5,83.47826086956522
s1_low_resistance_bike,s1,177.5,79.18367346938776
s1_low_resistance_bike,s1,182.5,81.70212765957447
s1_low_resistance_bike,s1,187.5,84.86187845303867
s1_low_resistance_bike,s1,192.5,86.29213483146067
s1_low_resistance_bike,s1,197.5,85.81005586592178
s1_low_resistance_bike,s1,202.5,87.27272727272727
s1_low_resistance_bike,s1,207.5,85.33333333333333
s1_low_resistance_bike,s1,212.5,86.77966101694915
s1_low_resistance_bike,s1,217.5,84.86187845303867
s1_low_resistance_bike,s1,222.5,83.93693263258481
s1_low_resistance_bike,s1,227.5,81.26984126984127
s1_low_resistance_bike,s1,232.5,86.29213483146067
s1_low_resistance_bike,s1,237.5,83.93442622950819
s1_low_resistance_bike,s1,242.5,85.33333333333333
s1_low_resistance_bike,s1,247.5,84.3956043956044
s1_low_resistance_bike,s1,252.5,86.78243105209397
s1_low_resistance_bike,s1,257.5,86.29213483146067
s1_low_resistance_bike,s1,262.5,87.77142857142857
s1_low_resistance_bike,s1,267.5,87.27272727272727
s1_low_resistance_bike,s1,272.5,88.78612716763006
s1_low_resistance_bike,s1,277.5,86.77966101694915
s1_low_resistance_bike,s1,282.5,87.52207792207793
s1_low_resistance_bike,s1,287.5,84.86187845303867
s1_low_resistance_bike,s1,292.5,83.93442622950819
s1_low_resistance_bike,s1,297.5,72.6342619505433
s1_low_resistance_bike,s1,302.5,79.39309755315739
s1_low_resistance_bike,s1,307.5,77.0316742081448
s1_low_resistance_bike,s1,312.5,83.93442622950819
s1_low_resistance_bike,s1,317.5,84.86187845303867
s1_low_resistance_bike,s1,322.5,84.86187845303867
s1_low_resistance_bike,s1,327.5,85.81005586592178
s1_low_resistance_bike,s1,332.5,80.84210526315789
s1_low_resistance_bike,s1,337.5,83.02702702702703
s1_low_resistance_bike,s1,342.5,83.47826086956522
s1_low_resistance_bike,s1,347.5,82.58064516129032
s1_low_resistance_bike,s1,352.5,88.27586206896552
s1_low_resistance_bike,s1,357.5,86.29213483146067
s1_low_resistance_bike,s1,362.5,86.77966101694915
s1_low_resistance_bike,s1,367.5,87.77142857142857
s1_low_resistance_bike,s1,372.5,82.13903743315508
s1_low_resistance_bike,s1,377.5,84.86187845303867
s1_low_resistance_bike,s1,382.5,81.70443935149817
s1_low_resistance_bike,s1,387.5,86.05109534869123
s1_low_resistance_bike,s1,392.5,80.63492063492063
s1_low_resistance_bike,s1,397.5,87.0261941448382
s1_low_resistance_bike,s1,402.5,87.27272727272727
s1_low_resistance_bike,s1,407.5,86.77966101694915
s1_low_resistance_bike,s1,412.5,84.3956043956044
s1_low_resistance_bike,s1,417.5,87.27272727272727
s1_low_resistance_bike,s1,422.5,83.47826086956522
s1_low_resistance_bike,s1,427.5,88.2787778695293
s1_low_resistance_bike,s1,432.5,82.13903743315508
s1_low_resistance_bike,s1,437.5,88.27586206896552
s1_low_resistance_bike,s1,442.5,86.77966101694915
s1_low_resistance_bike,s1,447.5,89.30232558139535
s1_low_resistance_bike,s1,452.5,82.58064516129032
s1_low_resistance_bike,s1,457.5,87.27272727272727
s1_low_resistance_bike,s1,462.5,82.13903743315508
s1_low_resistance_bike,s1,467.5,88.27586206896552
s1_low_resistance_bike,s1,472.5,87.78289409228961
s1_low_resistance_bike,s1,477.5,83.93442622950819
s1_low_resistance_bike,s1,482.5,85.33333333333333
s1_low_resistance_bike,s1,487.5,84.3956043956044
s1_low_resistance_bike,s1,492.5,85.81005586592178
s1_low_resistance_bike,s1,497.5,81.75995922874372
s1_low_resistance_bike,s1,502.5,82.58064516129032
s1_low_resistance_bike,s1,507.5,82.58064516129032
s1_low_resistance_bike,s1,512.5,83.02702702702703
s1_low_resistance_bike,s1,517.5,83.93442622950819
s1_low_resistance_bike,s1,522.5,80.0
s1_low_resistance_bike,s1,527.5,76.64708810353409
s1_low_resistance_bike,s1,532.5,83.47826086956522
s1_low_resistance_bike,s1,537.5,83.47826086956522
s1_low_resistance_bike,s1,542.5,87.27272727272727
s1_low_resistance_bike,s1,547.5,86.77966101694915
s1_low_resistance_bike,s1,552.5,88.78612716763006
s1_low_resistance_bike,s1,557.5,91.70230966638152
s1_low_resistance_bike,s1,562.5,91.42857142857143
s1_low_resistance_bike,s1,567.5,89.30232558139535
s1_low_resistance_bike,s1,572.5,89.30232558139535
s1_low_resistance_bike,s1,577.5,87.77142857142857
s1_walk,s1,2.5,61.07573122529644
s1_walk,s1,7.5,57.744360902255636
s1_walk,s1,12.5,59.30501930501931
s1_walk,s1,17.5,60.23529411764706
s1_walk,s1,22.5,59.766536964980546
s1_walk,s1,27.5,53.8480807485449
s1_walk,s1,32.5,57.52808988764045
s1_walk,s1,37.5,60.0
s1_walk,s1,42.5,56.470588235294116
s1_walk,s1,47.5,51.285618729096996
s1_walk,s1,52.5,50.03735144312394
s1_walk,s1,57.5,58.18181818181818
s1_walk,s1,62.5,53.997627520759195
s1_walk,s1,67.5,56.058394160583944
s1_walk,s1,72.5,56.888888888888886
s1_walk,s1,77.5,55.76805482340538
s1_walk,s1,82.5,54.857142857142854
s1_walk,s1,87.5,55.167006267571125
s1_walk,s1,92.5,54.46808510638298
s1_walk,s1,97.5,56.470588235294116
s1_walk,s1,102.5,58.3092260704201
s1_walk,s1,107.5,59.30501930501931
s1_walk,s1,112.5,51.82221615347852
s1_walk,s1,117.5,58.18181818181818
s1_walk,s1,122.5,55.65217391304348
s1_walk,s1,127.5,58.62595419847328
s1_walk,s1,132.5,54.97564903938336
s1_walk,s1,137.5,53.6846728151076
s1_walk,s1,142.5,62.234396399921735
s1_walk,s1,147.5,62.69387755102041
s1_walk,s1,152.5,51.399409078699975
s1_walk,s1,157.5,50.36065573770492
s1_walk,s1,162.5,55.25179856115108
s1_walk,s1,167.5,56.26373626373626
s1_walk,s1,172.5,56.058394160583944
s1_walk,s1,177.5,55.65217391304348
s1_walk,s1,182.5,57.96969351714709
s1_walk,s1,187.5,69.50226244343891
s1_walk,s1,192.5,53.5191637630662
s1_walk,s1,197.5,57.75170678615348
s1_walk,s1,202.5,55.45126353790614
s1_walk,s1,207.5,57.100371747211895
s1_walk,s1,212.5,57.100371747211895
s1_walk,s1,217.5,56.058394160583944
s1_walk,s1,222.5,56.888888888888886
s1_walk,s1,227.5,55.45126353790614
s1_walk,s1,232.5,55.65217391304348
s1_walk,s1,237.5,61.19521912350598
s1_walk,s1,242.5,52.602739726027394
s1_walk,s1,247.5,58.18181818181818
s1_walk,s1,252.5,57.24024982650937
s1_walk,s1,257.5,57.3134328358209
s1_walk,s1,262.5,63.21094702614822
s1_walk,s1,267.5,54.38095238095238
s1_walk,s1,272.5,58.62595419847328
s1_walk,s1,277.5,55.45126353790614
s1_walk,s1,282.5,55.754828849245044
s1_walk,s1,287.5,58.18181818181818
s1_walk,s1,292.5,55.65217391304348
s1_walk,s1,297.5,55.88989084005695
s1_walk,s1,302.5,56.678966789667896
s1_walk,s1,307.5,54.661921708185055
s1_walk,s1,312.5,59.30501930501931
s1_walk,s1,317.5,57.24024982650937
s1_walk,s1,322.5,54.857142857142854
s1_walk,s1,327.5,50.539987661135825
s1_walk,s1,332.5,58.40304182509506
s1_walk,s1,337.5,58.40304182509506
s1_walk,s1,342.5,59.30501930501931
s1_walk,s1,347.5,61.44
s1_walk,s1,352.5,65.08474576271186
s1_walk,s1,357.5,62.82445046672689
s1_walk,s1,362.5,62.18623481781376
s1_walk,s1,367.5,60.95238095238095
s1_walk,s1,372.5,61.19521912350598
s1_walk,s1,377.5,54.08450704225352
s1_walk,s1,382.5,60.1692628480314
s1_walk,s1,387.5,56.470588235294116
s1_walk,s1,392.5,57.9622641509434
s1_walk,s1,397.5,56.888888888888886
s1_walk,s1,402.5,59.53488372093023
s1_walk,s1,407.5,58.10692525529906
s1_walk,s1,412.5,56.678966789667896
s1_walk,s1,417.5,57.3134328358209
s1_walk,s1,422.5,59.30501930501931
s1_walk,s1,427.5,54.37321437521929
s1_walk,s1,432.5,56.678966789667896
s1_walk,s1,437.5,54.857142857142854
s1_walk,s1,442.5,64.0
s1_walk,s1,447.5,63.20987654320987
s1_walk,s1,452.5,62.18623481781376
s1_walk,s1,457.5,61.935483870967744
s1_walk,s1,462.5,57.52808988764045
s1_walk,s1,467.5,58.18181818181818
s1_walk,s1,472.5,54.6681528017023
s1_walk,s1,477.5,56.26373626373626
s1_walk,s1,482.5,55.85454545454545
s1_walk,s1,487.5,58.40304182509506
s1_walk,s1,492.5,57.744360902255636
s1_walk,s1,497.5,60.45654191153727
s1_walk,s1,502.5,55.25179856115108
s1_walk,s1,507.5,59.53488372093023
s1_walk,s1,512.5,55.5098632710573
s1_walk,s1,517.5,57.52808988764045
s1_walk,s1,522.5,57.9622641509434
s1_walk,s1,527.5,57.744360902255636
s1_walk,s1,532.5,56.26373626373626
s1_walk,s1,537.5,54.759532282663955
s1_walk,s1,542.5,57.100371747211895
s1_walk,s1,547.5,58.18181818181818
s1_walk,s1,552.5,57.975473229927786
s1_walk,s1,557.5,61.68674698795181
s1_walk,s1,562.5,62.698055680511814
s1_walk,s1,567.5,61.935483870967744
s1_walk,s1,572.5,60.476190476190474
s1_walk,s1,577.5,59.07692307692308
s1_walk,s1,582.5,58.40304182509506
s1_walk,s1,587.5,57.52808988764045
s2_high_resistance_bike,s2,2.5,95.40372670807453
s2_high_resistance_bike,s2,7.5,95.10927076144466
s2_high_resistance_bike,s2,12.5,95.72415935388678
s2_high_resistance_bike,s2,17.5,96.30188679245283
s2_high_resistance_bike,s2,22.5,92.53012048192771
s2_high_resistance_bike,s2,27.5,99.74025974025975
s2_high_resistance_bike,s2,32.5,105.20547945205479
s2_high_resistance_bike,s2,37.5,105.56825696740671
s2_high_resistance_bike,s2,42.5,106.66666666666667
s2_high_resistance_bike,s2,47.5,103.78378378378379
s2_high_resistance_bike,s2,52.5,105.93103448275862
s2_high_resistance_bike,s2,57.5,109.71428571428571
s2_high_resistance_bike,s2,62.5,110.50359712230215
s2_high_resistance_bike,s2,67.5,107.41258741258741
s2_high_resistance_bike,s2,72.5,109.71428571428571
s2_high_resistance_bike,s2,77.5,110.50359712230215
s2_high_resistance_bike,s2,82.5,111.30434782608695
s2_high_resistance_bike,s2,87.5,110.10894141829394
s2_high_resistance_bike,s2,92.5,113.77777777777777
s2_high_resistance_bike,s2,97.5,110.50359712230215
s2_high_resistance_bike,s2,102.5,116.36363636363636
s2_high_resistance_bike,s2,107.5,113.77777777777777
s2_high_resistance_bike,s2,112.5,115.48872180451127
s2_high_resistance_bike,s2,117.5,115.48872180451127
s2_high_resistance_bike,s2,122.5,114.6268656716418
s2_high_resistance_bike,s2,127.5,119.06976744186046
s2_high_resistance_bike,s2,132.5,119.07692307692308
s2_high_resistance_bike,s2,137.5,118.15384615384616
s2_high_resistance_bike,s2,142.5,119.06976744186046
s2_high_resistance_bike,s2,147.5,120.4724409448819
s2_high_resistance_bike,s2,152.5,119.53488372093022
s2_high_resistance_bike,s2,157.5,121.9047619047619
s2_high_resistance_bike,s2,162.5,122.88
s2_high_resistance_bike,s2,167.5,123.87096774193549
s2_high_resistance_bike,s2,172.5,120.94488188976378
s2_high_resistance_bike,s2,177.5,126.42189405229644
s2_high_resistance_bike,s2,182.5,122.39238095238095
s2_high_resistance_bike,s2,187.5,120.4724409448819
s2_high_resistance_bike,s2,192.5,120.94488188976378
s2_high_resistance_bike,s2,197.5,119.06976744186046
s2_high_resistance_bike,s2,202.5,120.0
s2_high_resistance_bike,s2,207.5,118.61180679785332
s2_high_resistance_bike,s2,212.5,120.00732466581212
s2_high_resistance_bike,s2,217.5,122.88
s2_high_resistance_bike,s2,222.5,127.47107438016529
s2_high_resistance_bike,s2,227.5,123.87096774193549
s2_high_resistance_bike,s2,232.5,122.88
s2_high_resistance_bike,s2,237.5,123.87096774193549
s2_high_resistance_bike,s2,242.5,128.0
s2_high_resistance_bike,s2,247.5,122.88786482334869
s2_high_resistance_bike,s2,252.5,121.9047619047619
s2_high_resistance_bike,s2,257.5,123.37548387096774
s2_high_resistance_bike,s2,262.5,123.87096774193549
s2_high_resistance_bike,s2,267.5,125.90163934426229
s2_high_resistance_bike,s2,272.5,120.94488188976378
s2_high_resistance_bike,s2,277.5,124.8780487804878
s2_high_resistance_bike,s2,282.5,120.95238095238095
s2_high_resistance_bike,s2,287.5,115.48872180451127
s2_high_resistance_bike,s2,292.5,120.0
s2_high_resistance_bike,s2,297.5,120.94488188976378
s2_high_resistance_bike,s2,302.5,120.94488188976378
s2_high_resistance_bike,s2,307.5,124.8780487804878
s2_high_resistance_bike,s2,312.5,124.37450826121164
s2_high_resistance_bike,s2,317.5,125.90163934426229
s2_high_resistance_bike,s2,322.5,126.42189405229644
s2_high_resistance_bike,s2,327.5,123.87096774193549
s2_high_resistance_bike,s2,332.5,125.38984406237505
s2_high_resistance_bike,s2,337.5,126.94214876033058
s2_high_resistance_bike,s2,342.5,125.90163934426229
s2_high_resistance_bike,s2,347.5,122.39238095238095
s2_high_resistance_bike,s2,352.5,123.87096774193549
s2_high_resistance_bike,s2,357.5,122.39238095238095
s2_high_resistance_bike,s2,362.5,121.9047619047619
s2_high_resistance_bike,s2,367.5,121.42482189726283
s2_high_resistance_bike,s2,372.5,120.94488188976378
s2_high_resistance_bike,s2,377.5,122.88
s2_high_resistance_bike,s2,382.5,122.39238095238095
s2_high_resistance_bike,s2,387.5,121.42482189726283
s2_high_resistance_bike,s2,392.5,119.53488372093022
s2_high_resistance_bike,s2,397.5,119.54936402180496
s2_high_resistance_bike,s2,402.5,117.70287727539636
s2_high_resistance_bike,s2,407.5,119.53488372093022
s2_high_resistance_bike,s2,412.5,123.87096774193549
s2_low_resistance_bike,s2,2.5,91.98924152770306
s2_low_resistance_bike,s2,7.5,92.53347849755036
s2_low_resistance_bike,s2,12.5,95.70186335403727
s2_low_resistance_bike,s2,17.5,96.30188679245283
s2_low_resistance_bike,s2,22.5,93.0909090909091
s2_low_resistance_bike,s2,27.5,96.0
s2_low_resistance_bike,s2,32.5,95.10927076144466
s2_low_resistance_bike,s2,37.5,101.72185430463576
s2_low_resistance_bike,s2,42.5,99.09677419354838
s2_low_resistance_bike,s2,47.5,98.46153846153847
s2_low_resistance_bike,s2,52.5,99.09677419354838
s2_low_resistance_bike,s2,57.5,103.08724832214764
s2_low_resistance_bike,s2,62.5,105.93103448275862
s2_low_resistance_bike,s2,67.5,105.93103448275862
s2_low_resistance_bike,s2,72.5,109.71428571428571
s2_low_resistance_bike,s2,77.5,108.16901408450704
s2_low_resistance_bike,s2,82.5,104.48979591836735
s2_low_resistance_bike,s2,87.5,106.29885057471265
s2_low_resistance_bike,s2,92.5,105.20547945205479
s2_low_resistance_bike,s2,97.5,105.93103448275862
s2_low_resistance_bike,s2,102.5,102.75281904420977
s2_low_resistance_bike,s2,107.5,108.16901408450704
s2_low_resistance_bike,s2,112.5,103.78378378378379
s2_low_resistance_bike,s2,117.5,108.93617021276596
s2_low_resistance_bike,s2,122.5,108.93617021276596
s2_low_resistance_bike,s2,127.5,109.71428571428571
s2_low_resistance_bike,s2,132.5,109.32522796352583
s2_low_resistance_bike,s2,137.5,111.30434782608695
s2_low_resistance_bike,s2,142.5,110.50359712230215
s2_low_resistance_bike,s2,147.5,106.66666666666667
s2_low_resistance_bike,s2,152.5,112.94117647058823
s2_low_resistance_bike,s2,157.5,113.359477124183
s2_low_resistance_bike,s2,162.5,108.93617021276596
s2_low_resistance_bike,s2,167.5,111.30434782608695
s2_low_resistance_bike,s2,172.5,112.94117647058823
s2_low_resistance_bike,s2,177.5,105.20547945205479
s2_low_resistance_bike,s2,182.5,112.11678832116789
s2_low_resistance_bike,s2,187.5,103.08724832214764
s2_low_resistance_bike,s2,192.5,105.20547945205479
s2_low_resistance_bike,s2,197.5,110.50359712230215
s2_low_resistance_bike,s2,202.5,109.71988366753405
s2_low_resistance_bike,s2,207.5,107.41258741258741
s2_low_resistance_bike,s2,212.5,110.50359712230215
s2_low_resistance_bike,s2,217.5,103.08724832214764
s2_low_resistance_bike,s2,222.5,107.41258741258741
s2_low_resistance_bike,s2,227.5,113.77777777777777
s2_low_resistance_bike,s2,232.5,110.50359712230215
s2_low_resistance_bike,s2,237.5,112.11678832116789
s2_low_resistance_bike,s2,242.5,108.93617021276596
s2_low_resistance_bike,s2,247.5,112.94117647058823
s2_low_resistance_bike,s2,252.5,111.71056807362743
s2_low_resistance_bike,s2,257.5,114.6268656716418
s2_low_resistance_bike,s2,262.5,114.20232172470978
s2_low_resistance_bike,s2,267.5,113.77777777777777
s2_low_resistance_bike,s2,272.5,110.50359712230215
s2_low_resistance_bike,s2,277.5,112.52898239587806
s2_low_resistance_bike,s2,282.5,113.77777777777777
s2_low_resistance_bike,s2,287.5,114.6268656716418
s2_low_resistance_bike,s2,292.5,116.36363636363636
s2_low_resistance_bike,s2,297.5,113.359477124183
s2_low_resistance_bike,s2,302.5,117.70287727539636
s2_low_resistance_bike,s2,307.5,114.6268656716418
s2_low_resistance_bike,s2,312.5,115.48872180451127
s2_low_resistance_bike,s2,317.5,115.48872180451127
s2_low_resistance_bike,s2,322.5,115.48872180451127
s2_low_resistance_bike,s2,327.5,113.77777777777777
s2_low_resistance_bike,s2,332.5,114.6268656716418
s2_low_resistance_bike,s2,337.5,114.6268656716418
s2_low_resistance_bike,s2,342.5,117.70287727539636
s2_walk,s2,2.5,89.30232558139535
s2_walk,s2,7.5,87.77142857142857
s2_walk,s2,12.5,81.70212765957447
s2_walk,s2,17.5,80.41884816753927
s2_walk,s2,22.5,81.26984126984127
s2_walk,s2,27.5,83.02702702702703
s2_walk,s2,32.5,84.3956043956044
s2_walk,s2,37.5,87.77429467084639
s2_walk,s2,42.5,84.86187845303867
s2_walk,s2,47.5,82.58064516129032
s2_walk,s2,52.5,81.26984126984127
s2_walk,s2,57.5,83.93442622950819
s2_walk,s2,62.5,81.70212765957447
s2_walk,s2,67.5,82.80864915136016
s2_walk,s2,72.5,86.77966101694915
s2_walk,s2,77.5,80.84210526315789
s2_walk,s2,82.5,84.86187845303867
s2_walk,s2,87.5,80.0
s2_walk,s2,92.5,85.33333333333333
s2_walk,s2,97.5,83.35549149949998
s2_walk,s2,102.5,77.1859296482412
s2_walk,s2,107.5,80.0
s2_walk,s2,112.5,83.47826086956522
s2_walk,s2,117.5,83.47826086956522
s2_walk,s2,122.5,85.33333333333333
s2_walk,s2,127.5,84.86187845303867
s2_walk,s2,132.5,82.58064516129032
s2_walk,s2,137.5,76.41791044776119
s2_walk,s2,142.5,82.58064516129032
s2_walk,s2,147.5,77.1859296482412
s2_walk,s2,152.5,82.58064516129032
s2_walk,s2,157.5,79.17525773195877
s2_walk,s2,162.5,82.80864915136016
s2_walk,s2,167.5,84.86187845303867
s2_walk,s2,172.5,83.93442622950819
s2_walk,s2,177.5,84.3956043956044
s2_walk,s2,182.5,85.81005586592178
s2_walk,s2,187.5,86.06730286288297
s2_walk,s2,192.5,86.29213483146067
s2_walk,s2,197.5,83.47826086956522
s2_walk,s2,202.5,84.3956043956044
s2_walk,s2,207.5,80.84210526315789
s2_walk,s2,212.5,80.84210526315789
s2_walk,s2,217.5,80.0
s2_walk,s2,222.5,84.86187845303867
s2_walk,s2,227.5,92.25974025974025
s2_walk,s2,232.5,86.29213483146067
s2_walk,s2,237.5,88.27586206896552
s2_walk,s2,242.5,83.02702702702703
s2_walk,s2,247.5,80.41884816753927
s2_walk,s2,252.5,80.0
s2_walk,s2,257.5,81.70212765957447
s2_walk,s2,262.5,83.93442622950819
s2_walk,s2,267.5,86.77966101694915
