key,dataset,kind,task,family,H,phase,observer,loss,error,decoded,target,scale
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,256,0.5,hard,0.0027355357081867565,,"[0.2150677533385703, 0.26045758051846035, 0.26168499607227025, 0.26278967007069914]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,256,0.5,soft,0.005905965207912228,,"[0.21364610169741763, 0.2593635193666607, 0.26021484851061816, 0.26677553042530355]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,256,0.75,hard,0.00240573878050912,,"[0.21565981253373903, 0.26019531825096925, 0.26174117877999703, 0.2624036904352947]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,256,0.75,soft,0.005035708361123881,,"[0.21427609348185858, 0.2594753070192674, 0.26034332592035875, 0.2659052735785151]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,256,0.0,hard,0.00211438190253313,,"[0.21607311479832728, 0.26025225954404424, 0.26069067853770406, 0.26298394711992445]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,256,0.0,soft,0.009181264628565042,,"[0.21344048281749584, 0.25844029318753353, 0.2580683941490143, 0.27005082984595635]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,256,0.25,hard,0.00327946788982747,,"[0.21487631197057136, 0.26023421416759474, 0.2607404407546151, 0.26414903310721877]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,256,0.25,soft,0.010773945997757897,,"[0.21224235310338613, 0.2582457558422908, 0.2578683798391738, 0.2716435112151492]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,256,0.5,hard,0.0023185469068910114,,"[0.2154339750084431, 0.2605538669368457, 0.2608240459304289, 0.26318811212428234]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,256,0.5,soft,0.01000260898379371,,"[0.21264776286498152, 0.25835960529963903, 0.2581204576341945, 0.2708721742011851]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,256,0.75,hard,0.0021711257873998357,,"[0.2157702948916931, 0.2603751940076928, 0.26081382009582293, 0.26304069100479116]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,256,0.75,soft,0.009202918362907972,,"[0.2131376301078629, 0.25850999526154805, 0.25827989105028976, 0.2700724835802993]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,256,0.0,hard,0.0,,"[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,256,0.0,soft,0.009331133976742664,,"[0.21275172507315632, 0.25781938593821896, 0.2592281897944908, 0.27020069919413403]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,256,0.25,hard,0.011451308990978237,,"[0.20992176828511114, 0.26071029430026077, 0.25704706320625853, 0.27232087420836953]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,256,0.25,soft,0.014679715356192627,,"[0.20870686545221478, 0.2579005417689083, 0.25784331220529294, 0.2755492805735839]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,256,0.5,hard,0.007687241554291152,,"[0.2098957039980134, 0.26067792401291284, 0.26123665259498385, 0.2681897193940899]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,256,0.5,soft,0.011289237698372798,,"[0.20883008848629725, 0.25814154338054734, 0.2617035008264858, 0.2713248673066696]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,256,0.75,hard,0.0031996988518727815,,"[0.21645021645021645, 0.2597402597402597, 0.2597402597402597, 0.26406926406926406]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,256,0.75,soft,0.013158665049486762,,"[0.21280932245143172, 0.2575891284745091, 0.2555733188071811, 0.27402823026687806]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Bar chart,384,0.125,hard,0.003081699845528349,,"[0.21503846324869935, 0.2604829027524568, 0.2605273689359242, 0.26395126506291966]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Bar chart,384,0.125,soft,0.013425028332711975,,"[0.21130486278308055, 0.25867865971368026, 0.2557218839531359, 0.27429459355010327]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Bar chart,384,0.375,hard,0.008060727871983253,,"[0.214798087141339, 0.26213248317392845, 0.25540205455189513, 0.2676673751328374]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Bar chart,384,0.375,soft,0.012805361377965743,,"[0.21128360466064994, 0.258517012964295, 0.25652445577969796, 0.273674926595357]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Bar chart,384,0.625,hard,0.006766330891920164,,"[0.2153893970340112, 0.2628540982150786, 0.25610514163928605, 0.2656513631116242]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Bar chart,384,0.625,soft,0.012748292205446321,,"[0.211924504856587, 0.2574606002995294, 0.25699703742104596, 0.2736178574228376]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Bar chart,384,0.875,hard,0.005323750966119464,,"[0.21384982754046167, 0.26178473511983724, 0.25908729105863626, 0.26527814628106483]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Bar chart,384,0.875,soft,0.014044571890936261,,"[0.2110653494315748, 0.2570182011865211, 0.25700231227357656, 0.27491413710832757]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,384,0.125,hard,0.0011307706031126047,,"[0.2167310322632553, 0.2603990666988495, 0.26141483627001366, 0.26145506476788155]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,384,0.125,soft,0.0029298426061600824,,"[0.2157815079817861, 0.2599182268083722, 0.2605008573862903, 0.2637994078235514]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,384,0.375,hard,0.0018289276779617641,,"[0.215910577203626, 0.26052136468362963, 0.26141679997585343, 0.26215125813689094]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,384,0.375,soft,0.003804444980274241,,"[0.2149983052178092, 0.2598686389642978, 0.26045904562022754, 0.2646740101976656]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,384,0.625,hard,0.0018289276779617641,,"[0.215910577203626, 0.26052136468362963, 0.26141679997585343, 0.26215125813689094]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,384,0.625,soft,0.003804444980274241,,"[0.2149983052178092, 0.2598686389642978, 0.26045904562022754, 0.2646740101976656]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,384,0.875,hard,0.0011307706031126047,,"[0.2167310322632553, 0.2603990666988495, 0.26141483627001366, 0.26145506476788155]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Pie chart,384,0.875,soft,0.0029298426061600824,,"[0.2157815079817861, 0.2599182268083722, 0.2605008573862903, 0.2637994078235514]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,384,0.125,hard,0.001592075323373368,,"[0.21659616820104505, 0.26015316137237016, 0.26078902988582014, 0.2624616405407647]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,384,0.125,soft,0.006228672678166833,,"[0.21489173394393685, 0.25890692295263124, 0.2591031052078738, 0.26709823789555814]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,384,0.375,hard,0.0012812303659412855,,"[0.2161100739818848, 0.2609140565581138, 0.2608863997787458, 0.2620894696812556]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,384,0.375,soft,0.006007108092979385,,"[0.2143889422591613, 0.2595091691597982, 0.2592252152706698, 0.2668766733103707]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,384,0.625,hard,0.001925056891715668,,"[0.21616686953635056, 0.2602356976872856, 0.26080281066725686, 0.262794622109107]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,384,0.625,soft,0.0067217635578683405,,"[0.21440251816440842, 0.25892212821595617, 0.2590840248443757, 0.2675913287752596]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,384,0.875,hard,0.0009234065525794838,,"[0.21662841182489423, 0.2607090511877437, 0.2609164569563895, 0.2617460800309726]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Donut chart,384,0.875,soft,0.005551047640772314,,"[0.2148538846057671, 0.2595723385928568, 0.2591531639432126, 0.2664206128581637]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,384,0.125,hard,0.005150930584971264,,"[0.21579273968352466, 0.2624366532216362, 0.2573171992967215, 0.2644534077981177]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,384,0.125,soft,0.0068172397308910865,,"[0.2143464000135228, 0.2601706654596863, 0.2577961295785085, 0.2676868049482824]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,384,0.375,hard,0.004723265108392882,,"[0.21448467966573817, 0.2590529247910863, 0.2618384401114206, 0.2646239554317549]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,384,0.375,soft,0.007214197784374765,,"[0.21362274284831187, 0.2579417046198049, 0.2603517895301171, 0.26808376300176606]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,384,0.625,hard,0.005550990308811787,,"[0.21302065827235825, 0.25968922098404734, 0.26281769527109133, 0.26447242547250305]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,384,0.625,soft,0.008570397589965556,,"[0.21200882821402336, 0.2576816437612285, 0.26253844857564174, 0.26777107944910644]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,384,0.875,hard,0.0021860578090843047,,"[0.21787709497206703, 0.25977653631284914, 0.25977653631284914, 0.26256983240223464]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_0,BIDMC,empirical,composition,Stacked bar,384,0.875,soft,0.008303329392445699,,"[0.21415875894235487, 0.25837200771624963, 0.2582963387315585, 0.269172894609837]","[0.21739130434782608, 0.2608695652173913, 0.2608695652173913, 0.2608695652173913]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,256,0.0,hard,0.004576033470416241,,"[0.28430836522689995, 0.2405686167304538, 0.23455440131219246, 0.2405686167304538]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,256,0.0,soft,0.016810341830785183,,"[0.27440017807385164, 0.2346430568799603, 0.23501598843279417, 0.25594077661339387]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,256,0.25,hard,0.004521645174171418,,"[0.2809292274446245, 0.23770934629929769, 0.23770934629929769, 0.24365207995678012]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,256,0.25,soft,0.022669013606232052,,"[0.2734172092113942, 0.23357342026642983, 0.23120992213333527, 0.2617994483888408]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,256,0.5,hard,0.023131291497108575,,"[0.26729492396658816, 0.23966588134504177, 0.2313129149710859, 0.26172627971728424]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,256,0.5,soft,0.027839406984708756,,"[0.2636188609985447, 0.23595508106968888, 0.23345621616444903, 0.26696984176731753]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,256,0.75,hard,0.004358163509837018,,"[0.280989949205663, 0.2434885982924457, 0.23776072625094563, 0.23776072625094563]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,256,0.75,soft,0.019762795444226294,,"[0.2734345804994898, 0.2364475774498875, 0.2312246118237877, 0.258893230226835]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Pie chart,256,0.0,hard,0.0017931049195715892,,"[0.2815750736015702, 0.23837095191364083, 0.2399656526005888, 0.2400883218842002]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Pie chart,256,0.0,soft,0.004878404591004998,,"[0.2797273578850696, 0.23763578617226414, 0.23862801656905258, 0.2440088393736137]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Pie chart,256,0.25,hard,0.0038451687263878903,,"[0.279553264604811, 0.23834069710358372, 0.2399607265586647, 0.2421453117329406]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Pie chart,256,0.25,soft,0.007031084552745884,,"[0.2777926629779577, 0.23749233840086068, 0.23855347928582704, 0.24616151933535457]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Pie chart,256,0.5,hard,0.0030997213985345246,,"[0.2800942400667534, 0.23854516896949468, 0.23994404496036517, 0.24141654600338674]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Pie chart,256,0.5,soft,0.006417822755343416,,"[0.27835221980625807, 0.23762835785633424, 0.2384711647994556, 0.24554825753795215]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Pie chart,256,0.75,hard,0.002517325277892446,,"[0.2809057677682098, 0.23831603738868035, 0.23995976546208386, 0.240818429381026]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Pie chart,256,0.75,soft,0.0054162493594962086,,"[0.27917573477232294, 0.2376744994312195, 0.23860308165435268, 0.24454668414210493]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Donut chart,256,0.0,hard,0.0023035325720385247,,"[0.28109402401187106, 0.23849993255092405, 0.23897207608255766, 0.24143396735464723]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Donut chart,256,0.0,soft,0.009784233353611504,,"[0.2777052453677138, 0.23673198284407834, 0.23664810365198766, 0.2489146681362202]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Donut chart,256,0.25,hard,0.003401210787011555,,"[0.2798649789029536, 0.23848101265822785, 0.2391223628691983, 0.24253164556962026]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Donut chart,256,0.25,soft,0.011263801502615245,,"[0.2764070484790854, 0.23658730278967113, 0.2366114124460195, 0.25039423628522395]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Donut chart,256,0.5,hard,0.002903051579800142,,"[0.2802795031055901, 0.2386578449905482, 0.23902916554145287, 0.24203348636240885]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Donut chart,256,0.5,soft,0.010956072596451719,,"[0.27677402596728845, 0.23672512047754898, 0.23641434617610219, 0.25008650737906046]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Donut chart,256,0.75,hard,0.0026908131094654925,,"[0.28070826306914, 0.2384822934232715, 0.23898819561551432, 0.2418212478920742]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Donut chart,256,0.75,soft,0.010142443826816422,,"[0.27735846095747296, 0.23678349787665548, 0.23658516255644643, 0.24927287860942512]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Stacked bar,256,0.0,hard,0.0,,"[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Stacked bar,256,0.0,soft,0.009991455946814068,,"[0.2767659312819139, 0.2362740159369435, 0.2378381620517199, 0.24912189072942284]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Stacked bar,256,0.25,hard,0.012312678618173367,,"[0.2740984420582211, 0.2389050958972131, 0.23555334864378374, 0.25144311340078207]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Stacked bar,256,0.25,soft,0.015698827648258862,,"[0.2725526501593783, 0.23633810504039815, 0.236279982369356, 0.25482926243086756]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Stacked bar,256,0.5,hard,0.008799268211732866,,"[0.27406442003351333, 0.2388754421895364, 0.23974430584000497, 0.2473158319369453]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Stacked bar,256,0.5,soft,0.012456923459987751,,"[0.2727170725233675, 0.23656513445142732, 0.24012545444204134, 0.2505923385831638]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Stacked bar,256,0.75,hard,0.003293807641633728,,"[0.2813852813852814, 0.23809523809523808, 0.23809523809523808, 0.24242424242424243]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Stacked bar,256,0.75,soft,0.013836429139136769,,"[0.2767687636112818, 0.23606222324360185, 0.23420214922337093, 0.2529668639217455]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,384,0.125,hard,0.006595677816273432,,"[0.27768169925945635, 0.24016673318256396, 0.2374617533590528, 0.24468981419892688]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,384,0.125,soft,0.014183834716991625,,"[0.2740437629036942, 0.23704217156393867, 0.23559979603276676, 0.2533142694996003]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,384,0.375,hard,0.0053395032544532595,,"[0.2824109005370379, 0.24042430429186454, 0.23398872664329146, 0.24317606852780613]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,384,0.375,soft,0.01145916232962041,,"[0.27674183057109814, 0.23793676928774418, 0.23473180302892857, 0.2505895971122291]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,384,0.625,hard,0.00809005590861632,,"[0.27963957565804076, 0.24040126059745218, 0.23400949886812553, 0.24594966487638156]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
comp_BIDMC_1,BIDMC,empirical,composition,Bar chart,384,0.625,soft,0.014782204508015373,,"[0.2751715862881518, 0.23565604442965812, 0.23525972999156594, 0.253912639290624]","[0.2826086956521739, 0.2391304347826087, 0.2391304347826087, 0.2391304347826087]",1.0
